Chrom	Strt	End	Relative Read Coverage 5k	Sample
chr1	15825001	15830000	2.055	Shattered
chr1	15830001	15835000	2.247	Shattered
chr1	15835001	15840000	2.618	Shattered
chr1	15840001	15845000	2.116	Shattered
chr1	15845001	15850000	1.915	Shattered
chr1	15850001	15855000	1.647	Shattered
chr1	15855001	15860000	1.953	Shattered
chr1	15860001	15865000	1.969	Shattered
chr1	15865001	15870000	2.513	Shattered
chr1	15870001	15875000	1.956	Shattered
chr1	15875001	15880000	2.05	Shattered
chr1	15880001	15885000	3.549	Shattered
chr1	15885001	15890000	2.051	Shattered
chr1	15890001	15895000	2.684	Shattered
chr1	15895001	15900000	2.36	Shattered
chr1	15900001	15905000	3.665	Shattered
chr1	15905001	15910000	3.203	Shattered
chr1	15910001	15915000	2.507	Shattered
chr1	15915001	15920000	2.889	Shattered
chr1	15920001	15925000	2.181	Shattered
chr1	15925001	15930000	2.983	Shattered
chr1	15930001	15935000	2.374	Shattered
chr1	15935001	15940000	2.92	Shattered
chr1	15940001	15945000	2.173	Shattered
chr1	15945001	15950000	3.265	Shattered
chr1	15950001	15955000	2.813	Shattered
chr1	15955001	15960000	2.48	Shattered
chr1	15960001	15965000	2.684	Shattered
chr1	15965001	15970000	2.604	Shattered
chr1	15970001	15975000	2.653	Shattered
chr1	15975001	15980000	3.464	Shattered
chr1	15980001	15985000	1.947	Shattered
chr1	15985001	15990000	2.509	Shattered
chr1	15990001	15995000	2.276	Shattered
chr1	15995001	16000000	2.327	Shattered
chr1	16000001	16005000	2.395	Shattered
chr1	16005001	16010000	2.297	Shattered
chr1	16010001	16015000	2.059	Shattered
chr1	16015001	16020000	2.226	Shattered
chr1	16020001	16025000	1.816	Shattered
chr1	16025001	16030000	2.398	Shattered
chr1	16030001	16035000	2.499	Shattered
chr1	16035001	16040000	2.416	Shattered
chr1	16040001	16045000	1.974	Shattered
chr1	16045001	16050000	2.412	Shattered
chr1	16050001	16055000	2.376	Shattered
chr1	16055001	16060000	2.351	Shattered
chr1	16060001	16065000	1.902	Shattered
chr1	16065001	16070000	2.914	Shattered
chr1	16070001	16075000	2.48	Shattered
chr1	16075001	16080000	2.081	Shattered
chr1	16080001	16085000	2.178	Shattered
chr1	16085001	16090000	2.133	Shattered
chr1	16090001	16095000	1.836	Shattered
chr1	16095001	16100000	2.178	Shattered
chr1	16100001	16105000	2.151	Shattered
chr1	16105001	16110000	1.587	Shattered
chr1	16110001	16115000	1.538	Shattered
chr1	16115001	16120000	1.828	Shattered
chr1	16120001	16125000	1.652	Shattered
chr1	16125001	16130000	1.773	Shattered
chr1	16130001	16135000	1.866	Shattered
chr1	16135001	16140000	1.909	Shattered
chr1	16140001	16145000	1.825	Shattered
chr1	16145001	16150000	1.955	Shattered
chr1	16150001	16155000	1.864	Shattered
chr1	16155001	16160000	1.578	Shattered
chr1	16160001	16165000	2.849	Shattered
chr1	16165001	16170000	1.606	Shattered
chr1	16170001	16175000	1.927	Shattered
chr1	16175001	16180000	1.869	Shattered
chr1	16180001	16185000	1.794	Shattered
chr1	16185001	16190000	1.962	Shattered
chr1	16190001	16195000	2.39	Shattered
chr1	16195001	16200000	2.128	Shattered
chr1	16200001	16205000	1.686	Shattered
chr1	16205001	16210000	2.453	Shattered
chr1	16210001	16215000	1.974	Shattered
chr1	16215001	16220000	1.594	Shattered
chr1	16220001	16225000	1.405	Shattered
chr1	16225001	16230000	2.021	Shattered
chr1	16230001	16235000	1.715	Shattered
chr1	16235001	16240000	2.069	Shattered
chr1	16240001	16245000	2.343	Shattered
chr1	16245001	16250000	2.343	Shattered
chr1	16250001	16255000	1.879	Shattered
chr1	16255001	16260000	1.914	Shattered
chr1	16260001	16265000	1.587	Shattered
chr1	16265001	16270000	1.783	Shattered
chr1	16270001	16275000	1.742	Shattered
chr1	16275001	16280000	1.673	Shattered
chr1	16280001	16285000	2.236	Shattered
chr1	16285001	16290000	1.743	Shattered
chr1	16290001	16295000	1.38	Shattered
chr1	16295001	16300000	1.693	Shattered
chr1	16300001	16305000	1.424	Shattered
chr1	16305001	16310000	1.887	Shattered
chr1	16310001	16315000	1.396	Shattered
chr1	16315001	16320000	1.756	Shattered
chr1	16320001	16325000	1.57	Shattered
chr1	16325001	16330000	1.462	Shattered
chr1	16330001	16335000	1.495	Shattered
chr1	16335001	16340000	1.654	Shattered
chr1	16340001	16345000	1.52	Shattered
chr1	16345001	16350000	1.4	Shattered
chr1	16350001	16355000	2.1	Shattered
chr1	16355001	16360000	1.401	Shattered
chr1	16360001	16365000	1.91	Shattered
chr1	16365001	16370000	1.825	Shattered
chr1	16370001	16375000	1.275	Shattered
chr1	16375001	16380000	1.767	Shattered
chr1	16380001	16385000	1.355	Shattered
chr1	16385001	16390000	1.769	Shattered
chr1	16390001	16395000	1.732	Shattered
chr1	16395001	16400000	1.846	Shattered
chr1	16400001	16405000	2.182	Shattered
chr1	16405001	16410000	2.119	Shattered
chr1	16410001	16415000	1.81	Shattered
chr1	16415001	16420000	1.7	Shattered
chr1	16420001	16425000	1.848	Shattered
chr1	16425001	16430000	1.48	Shattered
chr1	16430001	16435000	1.891	Shattered
chr1	16435001	16440000	1.95	Shattered
chr1	16440001	16445000	1.87	Shattered
chr1	16445001	16450000	1.799	Shattered
chr1	16450001	16455000	1.577	Shattered
chr1	16455001	16460000	1.964	Shattered
chr1	16460001	16465000	2	Shattered
chr1	16465001	16470000	1.934	Shattered
chr1	16470001	16475000	1.689	Shattered
chr1	16475001	16480000	1.855	Shattered
chr1	16480001	16485000	1.387	Shattered
chr1	16485001	16490000	1.64	Shattered
chr1	16490001	16495000	1.758	Shattered
chr1	16495001	16500000	1.724	Shattered
chr1	16500001	16505000	1.58	Shattered
chr1	16505001	16510000	1.781	Shattered
chr1	16510001	16515000	2.268	Shattered
chr1	16515001	16520000	2.332	Shattered
chr1	16520001	16525000	2.148	Shattered
chr1	16525001	16530000	1.965	Shattered
chr1	16530001	16535000	1.755	Shattered
chr1	16535001	16540000	2.185	Shattered
chr1	16540001	16545000	3.379	Shattered
chr1	16545001	16550000	2.644	Shattered
chr1	16550001	16555000	1.224	Shattered
chr1	16555001	16560000	1.443	Shattered
chr1	16560001	16565000	1.483	Shattered
chr1	16565001	16570000	1.451	Shattered
chr1	16570001	16575000	1.137	Shattered
chr1	16575001	16580000	1.73	Shattered
chr1	16580001	16585000	1.623	Shattered
chr1	16585001	16590000	2.018	Shattered
chr1	16590001	16595000	1.713	Shattered
chr1	16595001	16600000	1.528	Shattered
chr1	16600001	16605000	1.486	Shattered
chr1	16605001	16610000	1.985	Shattered
chr1	16610001	16615000	1.892	Shattered
chr1	16615001	16620000	1.694	Shattered
chr1	16620001	16625000	1.823	Shattered
chr1	16625001	16630000	2.468	Shattered
chr1	16630001	16635000	1.846	Shattered
chr1	16635001	16640000	1.524	Shattered
chr1	16640001	16645000	1.695	Shattered
chr1	16645001	16650000	1.464	Shattered
chr1	16650001	16655000	2.42	Shattered
chr1	16655001	16660000	1.979	Shattered
chr1	16660001	16665000	1.997	Shattered
chr1	16665001	16670000	1.918	Shattered
chr1	16670001	16675000	1.79	Shattered
chr1	16675001	16680000	1.621	Shattered
chr1	16680001	16685000	1.395	Shattered
chr1	16685001	16690000	1.89	Shattered
chr1	16690001	16695000	1.507	Shattered
chr1	16695001	16700000	1.513	Shattered
chr1	16700001	16705000	2.047	Shattered
chr1	16705001	16710000	2.263	Shattered
chr1	16710001	16715000	1.632	Shattered
chr1	16715001	16720000	1.629	Shattered
chr1	16720001	16725000	1.594	Shattered
chr1	16725001	16730000	1.514	Shattered
chr1	16730001	16735000	1.879	Shattered
chr1	16735001	16740000	2.097	Shattered
chr1	16740001	16745000	1.555	Shattered
chr1	16745001	16750000	1.818	Shattered
chr1	16750001	16755000	1.846	Shattered
chr1	16755001	16760000	2.054	Shattered
chr1	16760001	16765000	1.982	Shattered
chr1	16765001	16770000	2.051	Shattered
chr1	16770001	16775000	1.824	Shattered
chr1	16775001	16780000	1.555	Shattered
chr1	16780001	16785000	2.449	Shattered
chr1	16785001	16790000	2.348	Shattered
chr1	16790001	16795000	2.547	Shattered
chr1	16795001	16800000	1.814	Shattered
chr1	16800001	16805000	2.172	Shattered
chr1	16805001	16810000	1.66	Shattered
chr1	16810001	16815000	2.485	Shattered
chr1	16815001	16820000	2.029	Shattered
chr1	16820001	16825000	2.142	Shattered
chr1	16825001	16830000	1.383	Shattered
chr1	16830001	16835000	2.084	Shattered
chr1	16835001	16840000	2.356	Shattered
chr1	16840001	16845000	1.355	Shattered
chr1	16845001	16850000	1.683	Shattered
chr1	16850001	16855000	1.715	Shattered
chr1	16855001	16860000	2.751	Shattered
chr1	16860001	16865000	2.909	Shattered
chr1	16865001	16870000	2.038	Shattered
chr1	16870001	16875000	2.377	Shattered
chr1	16875001	16880000	1.773	Shattered
chr1	16880001	16885000	2.13	Shattered
chr1	16885001	16890000	2.101	Shattered
chr1	16890001	16895000	2.096	Shattered
chr1	16895001	16900000	2.216	Shattered
chr1	16900001	16905000	1.56	Shattered
chr1	16905001	16910000	1.776	Shattered
chr1	16910001	16915000	2.392	Shattered
chr1	16915001	16920000	1.621	Shattered
chr1	16920001	16925000	2.038	Shattered
chr1	16925001	16930000	2.198	Shattered
chr1	16930001	16935000	1.928	Shattered
chr1	16935001	16940000	2.18	Shattered
chr1	16940001	16945000	1.915	Shattered
chr1	16945001	16950000	1.178	Shattered
chr1	16950001	16955000	1.605	Shattered
chr1	16960001	16965000	1.55	Shattered
chr1	16965001	16970000	1.692	Shattered
chr1	16970001	16975000	1.731	Shattered
chr1	16975001	16980000	1.516	Shattered
chr1	16980001	16985000	1.711	Shattered
chr1	16985001	16990000	2.17	Shattered
chr1	16990001	16995000	2.499	Shattered
chr1	16995001	17000000	1.921	Shattered
chr1	17000001	17005000	1.727	Shattered
chr1	17005001	17010000	1.974	Shattered
chr1	17010001	17015000	1.639	Shattered
chr1	17015001	17020000	1.281	Shattered
chr1	17020001	17025000	1.486	Shattered
chr1	17025001	17030000	1.484	Shattered
chr1	17030001	17035000	1.623	Shattered
chr1	17040001	17045000	1.037	Shattered
chr1	17045001	17050000	1.221	Shattered
chr1	17050001	17055000	1.781	Shattered
chr1	17055001	17060000	1.301	Shattered
chr1	17060001	17065000	1.9	Shattered
chr1	17065001	17070000	1.613	Shattered
chr1	17070001	17075000	1.656	Shattered
chr1	17075001	17080000	1.571	Shattered
chr1	17080001	17085000	1.822	Shattered
chr1	17085001	17090000	1.492	Shattered
chr1	17090001	17095000	1.921	Shattered
chr1	17095001	17100000	1.694	Shattered
chr1	17100001	17105000	2.236	Shattered
chr1	17105001	17110000	2.537	Shattered
chr1	17110001	17115000	2.104	Shattered
chr1	17115001	17120000	1.816	Shattered
chr1	17120001	17125000	1.823	Shattered
chr1	17125001	17130000	1.714	Shattered
chr1	17130001	17135000	2.099	Shattered
chr1	17135001	17140000	1.907	Shattered
chr1	17140001	17145000	1.944	Shattered
chr1	17145001	17150000	2.026	Shattered
chr1	17150001	17155000	2.025	Shattered
chr1	17155001	17160000	2.009	Shattered
chr1	17160001	17165000	1.74	Shattered
chr1	17165001	17170000	1.773	Shattered
chr1	17170001	17175000	1.615	Shattered
chr1	17175001	17180000	1.486	Shattered
chr1	17180001	17185000	2.046	Shattered
chr1	17185001	17190000	1.979	Shattered
chr1	17190001	17195000	2.683	Shattered
chr1	17195001	17200000	1.631	Shattered
chr1	17200001	17205000	1.888	Shattered
chr1	17205001	17210000	1.682	Shattered
chr1	17210001	17215000	2.042	Shattered
chr1	17215001	17220000	1.568	Shattered
chr1	17220001	17225000	1.877	Shattered
chr1	17225001	17230000	1.73	Shattered
chr1	17230001	17235000	1.82	Shattered
chr1	17235001	17240000	1.742	Shattered
chr1	17240001	17245000	1.971	Shattered
chr1	17245001	17250000	1.781	Shattered
chr1	17250001	17255000	2.127	Shattered
chr1	17255001	17260000	2.17	Shattered
chr1	17260001	17265000	1.666	Shattered
chr1	17265001	17270000	2.406	Shattered
chr1	17270001	17275000	2.046	Shattered
chr1	17275001	17280000	2.218	Shattered
chr1	17280001	17285000	1.706	Shattered
chr1	17285001	17290000	2.704	Shattered
chr1	17290001	17295000	2.077	Shattered
chr1	17295001	17300000	2.107	Shattered
chr1	17300001	17305000	1.744	Shattered
chr1	17305001	17310000	1.617	Shattered
chr1	17310001	17315000	1.74	Shattered
chr1	17315001	17320000	1.276	Shattered
chr1	17320001	17325000	1.945	Shattered
chr1	17325001	17330000	1.911	Shattered
chr1	17330001	17335000	2.169	Shattered
chr1	17335001	17340000	1.663	Shattered
chr1	17340001	17345000	2.183	Shattered
chr1	17345001	17350000	1.455	Shattered
chr1	17350001	17355000	1.678	Shattered
chr1	17355001	17360000	2.155	Shattered
chr1	17360001	17365000	1.878	Shattered
chr1	17365001	17370000	1.945	Shattered
chr1	17370001	17375000	1.471	Shattered
chr1	17375001	17380000	2.678	Shattered
chr1	17380001	17385000	1.83	Shattered
chr1	17385001	17390000	1.616	Shattered
chr1	17390001	17395000	2.227	Shattered
chr1	17395001	17400000	2.085	Shattered
chr1	17400001	17405000	1.834	Shattered
chr1	17405001	17410000	1.735	Shattered
chr1	17410001	17415000	1.885	Shattered
chr1	17415001	17420000	1.801	Shattered
chr1	17420001	17425000	2.094	Shattered
chr1	17425001	17430000	1.713	Shattered
chr1	17430001	17435000	1.922	Shattered
chr1	17435001	17440000	1.454	Shattered
chr1	17440001	17445000	1.602	Shattered
chr1	17445001	17450000	2.077	Shattered
chr1	17450001	17455000	1.776	Shattered
chr1	17455001	17460000	1.778	Shattered
chr1	17460001	17465000	1.863	Shattered
chr1	17465001	17470000	1.896	Shattered
chr1	17470001	17475000	1.539	Shattered
chr1	17475001	17480000	2.464	Shattered
chr1	17480001	17485000	1.664	Shattered
chr1	17485001	17490000	1.68	Shattered
chr1	17490001	17495000	1.259	Shattered
chr1	17495001	17500000	1.534	Shattered
chr1	17500001	17505000	1.448	Shattered
chr1	17505001	17510000	1.664	Shattered
chr1	17510001	17515000	1.863	Shattered
chr1	17515001	17520000	1.164	Shattered
chr1	17520001	17525000	1.274	Shattered
chr1	17525001	17530000	1.956	Shattered
chr1	17530001	17535000	2.166	Shattered
chr1	17535001	17540000	2.144	Shattered
chr1	17540001	17545000	2.044	Shattered
chr1	17545001	17550000	2.252	Shattered
chr1	17550001	17555000	2.663	Shattered
chr1	17555001	17560000	2.102	Shattered
chr1	17560001	17565000	1.526	Shattered
chr1	17565001	17570000	1.979	Shattered
chr1	17570001	17575000	1.739	Shattered
chr1	17575001	17580000	2.251	Shattered
chr1	17580001	17585000	2.018	Shattered
chr1	17585001	17590000	1.905	Shattered
chr1	17590001	17595000	1.761	Shattered
chr1	17595001	17600000	1.29	Shattered
chr1	17600001	17605000	1.989	Shattered
chr1	17605001	17610000	1.866	Shattered
chr1	17610001	17615000	1.492	Shattered
chr1	17615001	17620000	1.752	Shattered
chr1	17620001	17625000	1.956	Shattered
chr1	17625001	17630000	1.903	Shattered
chr1	17630001	17635000	1.787	Shattered
chr1	17635001	17640000	1.804	Shattered
chr1	17640001	17645000	1.978	Shattered
chr1	17645001	17650000	1.831	Shattered
chr1	17650001	17655000	2.526	Shattered
chr1	17655001	17660000	1.814	Shattered
chr1	17660001	17665000	1.958	Shattered
chr1	17665001	17670000	1.455	Shattered
chr1	17670001	17675000	1.013	Shattered
chr1	17675001	17680000	1.142	Shattered
chr1	17680001	17685000	1.545	Shattered
chr1	17685001	17690000	2.146	Shattered
chr1	17690001	17695000	1.922	Shattered
chr1	17695001	17700000	1.538	Shattered
chr1	17700001	17705000	2.435	Shattered
chr1	17705001	17710000	2.022	Shattered
chr1	17710001	17715000	1.903	Shattered
chr1	17715001	17720000	2.037	Shattered
chr1	17720001	17725000	2.672	Shattered
chr1	17725001	17730000	2.077	Shattered
chr1	17730001	17735000	1.719	Shattered
chr1	17735001	17740000	1.852	Shattered
chr1	17740001	17745000	1.644	Shattered
chr1	17745001	17750000	1.621	Shattered
chr1	17750001	17755000	1.701	Shattered
chr1	17755001	17760000	1.916	Shattered
chr1	17760001	17765000	1.787	Shattered
chr1	17765001	17770000	2.411	Shattered
chr1	17770001	17775000	1.794	Shattered
chr1	17775001	17780000	1.652	Shattered
chr1	17780001	17785000	1.987	Shattered
chr1	17785001	17790000	1.897	Shattered
chr1	17790001	17795000	1.767	Shattered
chr1	17795001	17800000	1.626	Shattered
chr1	17800001	17805000	1.535	Shattered
chr1	17805001	17810000	1.716	Shattered
chr1	17810001	17815000	2.056	Shattered
chr1	17815001	17820000	2.055	Shattered
chr1	17820001	17825000	3.261	Shattered
chr1	17825001	17830000	1.601	Shattered
chr1	17830001	17835000	1.746	Shattered
chr1	17835001	17840000	2.133	Shattered
chr1	17840001	17845000	1.683	Shattered
chr1	17845001	17850000	1.9	Shattered
chr1	17850001	17855000	1.784	Shattered
chr1	17855001	17860000	1.334	Shattered
chr1	17860001	17865000	1.944	Shattered
chr1	17865001	17870000	1.859	Shattered
chr1	17870001	17875000	1.877	Shattered
chr1	17875001	17880000	1.825	Shattered
chr1	17880001	17885000	1.639	Shattered
chr1	17885001	17890000	1.791	Shattered
chr1	17890001	17895000	1.657	Shattered
chr1	17895001	17900000	1.667	Shattered
chr1	17900001	17905000	1.833	Shattered
chr1	17905001	17910000	1.508	Shattered
chr1	17910001	17915000	2.164	Shattered
chr1	17915001	17920000	1.688	Shattered
chr1	17920001	17925000	1.618	Shattered
chr1	17925001	17930000	2.643	Shattered
chr1	17930001	17935000	1.62	Shattered
chr1	17935001	17940000	1.684	Shattered
chr1	17940001	17945000	2.033	Shattered
chr1	17945001	17950000	1.672	Shattered
chr1	17950001	17955000	1.93	Shattered
chr1	17955001	17960000	1.692	Shattered
chr1	17960001	17965000	2.51	Shattered
chr1	17965001	17970000	1.665	Shattered
chr1	17970001	17975000	2.185	Shattered
chr1	17975001	17980000	1.615	Shattered
chr1	17980001	17985000	1.5	Shattered
chr1	17985001	17990000	1.923	Shattered
chr1	17990001	17995000	1.869	Shattered
chr1	17995001	18000000	1.758	Shattered
chr1	18000001	18005000	1.466	Shattered
chr1	18005001	18010000	1.444	Shattered
chr1	18010001	18015000	2.33	Shattered
chr1	18015001	18020000	1.758	Shattered
chr1	18020001	18025000	1.59	Shattered
chr1	18025001	18030000	1.583	Shattered
chr1	18030001	18035000	1.871	Shattered
chr1	18035001	18040000	2.219	Shattered
chr1	18040001	18045000	2.246	Shattered
chr1	18045001	18050000	2.185	Shattered
chr1	18050001	18055000	1.697	Shattered
chr1	18055001	18060000	1.865	Shattered
chr1	18060001	18065000	2.077	Shattered
chr1	18065001	18070000	1.706	Shattered
chr1	18070001	18075000	2.462	Shattered
chr1	18075001	18080000	1.584	Shattered
chr1	18080001	18085000	2.394	Shattered
chr1	18085001	18090000	1.899	Shattered
chr1	18090001	18095000	1.762	Shattered
chr1	18095001	18100000	1.957	Shattered
chr1	18100001	18105000	1.645	Shattered
chr1	18105001	18110000	1.964	Shattered
chr1	18110001	18115000	2.011	Shattered
chr1	18115001	18120000	1.531	Shattered
chr1	18120001	18125000	1.683	Shattered
chr1	18125001	18130000	1.777	Shattered
chr1	18130001	18135000	1.63	Shattered
chr1	18135001	18140000	2.004	Shattered
chr1	18140001	18145000	1.494	Shattered
chr1	18145001	18150000	1.725	Shattered
chr1	18150001	18155000	1.875	Shattered
chr1	18155001	18160000	2.193	Shattered
chr1	18160001	18165000	1.953	Shattered
chr1	18165001	18170000	1.327	Shattered
chr1	18170001	18175000	2.048	Shattered
chr1	18175001	18180000	1.714	Shattered
chr1	18180001	18185000	2.072	Shattered
chr1	18185001	18190000	1.831	Shattered
chr1	18190001	18195000	1.9	Shattered
chr1	18195001	18200000	2.207	Shattered
chr1	18200001	18205000	1.279	Shattered
chr1	18205001	18210000	1.772	Shattered
chr1	18210001	18215000	2.15	Shattered
chr1	18215001	18220000	2.557	Shattered
chr1	18220001	18225000	1.51	Shattered
chr1	18225001	18230000	2.066	Shattered
chr1	18230001	18235000	2.217	Shattered
chr1	18235001	18240000	1.484	Shattered
chr1	18240001	18245000	2.074	Shattered
chr1	18245001	18250000	1.785	Shattered
chr1	18250001	18255000	2.428	Shattered
chr1	18255001	18260000	1.741	Shattered
chr1	18260001	18265000	1.807	Shattered
chr1	18265001	18270000	1.8	Shattered
chr1	18270001	18275000	2.041	Shattered
chr1	18275001	18280000	2.039	Shattered
chr1	18280001	18285000	1.801	Shattered
chr1	18285001	18290000	1.971	Shattered
chr1	18290001	18295000	1.609	Shattered
chr1	18295001	18300000	2.071	Shattered
chr1	18300001	18305000	2.01	Shattered
chr1	18305001	18310000	2.325	Shattered
chr1	18310001	18315000	1.963	Shattered
chr1	18315001	18320000	2.828	Shattered
chr1	18320001	18325000	1.571	Shattered
chr1	18325001	18330000	1.92	Shattered
chr1	18330001	18335000	1.977	Shattered
chr1	18335001	18340000	1.874	Shattered
chr1	18340001	18345000	2.05	Shattered
chr1	18345001	18350000	1.543	Shattered
chr1	18350001	18355000	2.17	Shattered
chr1	18355001	18360000	1.813	Shattered
chr1	18360001	18365000	2.486	Shattered
chr1	18365001	18370000	2.118	Shattered
chr1	18370001	18375000	1.577	Shattered
chr1	18375001	18380000	2.765	Shattered
chr1	18380001	18385000	1.578	Shattered
chr1	18385001	18390000	2.209	Shattered
chr1	18390001	18395000	2.357	Shattered
chr1	18395001	18400000	2.065	Shattered
chr1	18400001	18405000	1.851	Shattered
chr1	18405001	18410000	2.445	Shattered
chr1	18410001	18415000	2.183	Shattered
chr1	18415001	18420000	1.986	Shattered
chr1	18420001	18425000	2.439	Shattered
chr1	18425001	18430000	2.174	Shattered
chr1	18430001	18435000	2.179	Shattered
chr1	18435001	18440000	1.839	Shattered
chr1	18440001	18445000	2.09	Shattered
chr1	18445001	18450000	2.243	Shattered
chr1	18450001	18455000	2.325	Shattered
chr1	18455001	18460000	1.923	Shattered
chr1	18460001	18465000	2.949	Shattered
chr1	18465001	18470000	1.496	Shattered
chr1	18470001	18475000	1.988	Shattered
chr1	18475001	18480000	1.937	Shattered
chr1	18480001	18485000	1.769	Shattered
chr1	18485001	18490000	1.613	Shattered
chr1	18490001	18495000	1.722	Shattered
chr1	18495001	18500000	2.224	Shattered
chr1	18500001	18505000	1.928	Shattered
chr1	18505001	18510000	1.847	Shattered
chr1	18510001	18515000	1.673	Shattered
chr1	18515001	18520000	2.22	Shattered
chr1	18520001	18525000	1.884	Shattered
chr1	18525001	18530000	1.673	Shattered
chr1	18530001	18535000	1.279	Shattered
chr1	18535001	18540000	1.708	Shattered
chr1	18540001	18545000	2.592	Shattered
chr1	18545001	18550000	1.667	Shattered
chr1	18550001	18555000	2.249	Shattered
chr1	18555001	18560000	1.681	Shattered
chr1	18560001	18565000	2.005	Shattered
chr1	18565001	18570000	1.803	Shattered
chr1	18570001	18575000	1.478	Shattered
chr1	18575001	18580000	1.888	Shattered
chr1	18580001	18585000	2.064	Shattered
chr1	18585001	18590000	1.677	Shattered
chr1	18590001	18595000	1.789	Shattered
chr1	18595001	18600000	1.959	Shattered
chr1	18600001	18605000	1.761	Shattered
chr1	18605001	18610000	2.228	Shattered
chr1	18610001	18615000	1.844	Shattered
chr1	18615001	18620000	1.825	Shattered
chr1	18620001	18625000	2.123	Shattered
chr1	18625001	18630000	2.191	Shattered
chr1	18630001	18635000	1.882	Shattered
chr1	18635001	18640000	2.097	Shattered
chr1	18640001	18645000	1.86	Shattered
chr1	18645001	18650000	2.364	Shattered
chr1	18650001	18655000	1.737	Shattered
chr1	18655001	18660000	1.941	Shattered
chr1	18660001	18665000	1.593	Shattered
chr1	18665001	18670000	1.734	Shattered
chr1	18670001	18675000	2.193	Shattered
chr1	18675001	18680000	1.771	Shattered
chr1	18680001	18685000	1.708	Shattered
chr1	18685001	18690000	1.723	Shattered
chr1	18690001	18695000	2.231	Shattered
chr1	18695001	18700000	1.579	Shattered
chr1	18700001	18705000	1.568	Shattered
chr1	18705001	18710000	1.765	Shattered
chr1	18710001	18715000	1.491	Shattered
chr1	18715001	18720000	1.706	Shattered
chr1	18720001	18725000	1.505	Shattered
chr1	18725001	18730000	2.109	Shattered
chr1	18730001	18735000	1.989	Shattered
chr1	18735001	18740000	2.119	Shattered
chr1	18740001	18745000	2.538	Shattered
chr1	18745001	18750000	1.936	Shattered
chr1	18750001	18755000	2.122	Shattered
chr1	18755001	18760000	2.502	Shattered
chr1	18760001	18765000	1.863	Shattered
chr1	18765001	18770000	1.837	Shattered
chr1	18770001	18775000	2.032	Shattered
chr1	18775001	18780000	2.171	Shattered
chr1	18780001	18785000	2	Shattered
chr1	18785001	18790000	1.924	Shattered
chr1	18790001	18795000	1.658	Shattered
chr1	18795001	18800000	1.602	Shattered
chr1	18800001	18805000	1.911	Shattered
chr1	18805001	18810000	2.38	Shattered
chr1	18810001	18815000	1.912	Shattered
chr1	18815001	18820000	2.422	Shattered
chr1	18820001	18825000	1.934	Shattered
chr1	18825001	18830000	1.872	Shattered
chr1	18830001	18835000	2.096	Shattered
chr1	18835001	18840000	2.077	Shattered
chr1	18840001	18845000	1.862	Shattered
chr1	18845001	18850000	1.355	Shattered
chr1	18850001	18855000	1.291	Shattered
chr1	18855001	18860000	1.793	Shattered
chr1	18860001	18865000	1.745	Shattered
chr1	18865001	18870000	2.078	Shattered
chr1	18870001	18875000	2.052	Shattered
chr1	18875001	18880000	1.74	Shattered
chr1	18880001	18885000	1.888	Shattered
chr1	18885001	18890000	1.618	Shattered
chr1	18890001	18895000	1.784	Shattered
chr1	18895001	18900000	2.394	Shattered
chr1	18900001	18905000	2.279	Shattered
chr1	18905001	18910000	1.974	Shattered
chr1	18910001	18915000	1.591	Shattered
chr1	18915001	18920000	2.08	Shattered
chr1	18920001	18925000	1.857	Shattered
chr1	18925001	18930000	2.489	Shattered
chr1	18930001	18935000	2.177	Shattered
chr1	18935001	18940000	1.968	Shattered
chr1	18940001	18945000	1.951	Shattered
chr1	18945001	18950000	2.564	Shattered
chr1	18950001	18955000	1.948	Shattered
chr1	18955001	18960000	1.45	Shattered
chr1	18960001	18965000	3.443	Shattered
chr1	18965001	18970000	3.556	Shattered
chr1	18970001	18975000	2.121	Shattered
chr1	18975001	18980000	1.323	Shattered
chr1	18980001	18985000	1.999	Shattered
chr1	18985001	18990000	1.726	Shattered
chr1	18990001	18995000	1.391	Shattered
chr1	18995001	19000000	2.299	Shattered
chr1	19000001	19005000	2.062	Shattered
chr1	19005001	19010000	2.069	Shattered
chr1	19010001	19015000	1.632	Shattered
chr1	19015001	19020000	1.75	Shattered
chr1	19020001	19025000	1.849	Shattered
chr1	19025001	19030000	1.982	Shattered
chr1	19030001	19035000	2.39	Shattered
chr1	19035001	19040000	1.673	Shattered
chr1	19040001	19045000	1.936	Shattered
chr1	19045001	19050000	1.782	Shattered
chr1	19050001	19055000	2.024	Shattered
chr1	19055001	19060000	2.262	Shattered
chr1	19060001	19065000	2.149	Shattered
chr1	19065001	19070000	1.537	Shattered
chr1	19070001	19075000	2.001	Shattered
chr1	19075001	19080000	1.588	Shattered
chr1	19080001	19085000	1.624	Shattered
chr1	19085001	19090000	1.721	Shattered
chr1	19090001	19095000	1.851	Shattered
chr1	19095001	19100000	1.659	Shattered
chr1	19100001	19105000	1.849	Shattered
chr1	19105001	19110000	2.131	Shattered
chr1	19110001	19115000	2.083	Shattered
chr1	19115001	19120000	1.883	Shattered
chr1	19120001	19125000	1.814	Shattered
chr1	19125001	19130000	2.12	Shattered
chr1	19130001	19135000	1.748	Shattered
chr1	19135001	19140000	1.621	Shattered
chr1	19140001	19145000	2.052	Shattered
chr1	19145001	19150000	1.83	Shattered
chr1	19150001	19155000	2.209	Shattered
chr1	19155001	19160000	2.334	Shattered
